# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,
# Mon Jun  2 17:07:37 2025,,,,,,,,,,
#,,,,,,,,,,
# User preference: *,,,,,,,,,,
#,,,,,,,,,,
# CONSTRAINT:  order by pl_name asc,,,,,,,,,,
#,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,
# COLUMN pl_massj:       Planet Mass [Jupiter Mass],,,,,,,,,,
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,
#,,,,,,,,,,
pl_name,hostname,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov
HD 108863 b,HD 108863,NULL,NULL,826.3,2.6,NULL,NULL,826.3,2.6,Msini
HD 108863 b,HD 108863,NULL,NULL,902.6372,2.84,NULL,NULL,902.6372,2.84,Msini
HD 108874 b,HD 108874,NULL,NULL,451.3186,1.42,NULL,NULL,451.3186,1.42,Msini
HD 108874 b,HD 108874,NULL,NULL,543.47,1.71,NULL,NULL,543.47,1.71,Msini
HD 108874 b,HD 108874,NULL,NULL,426,1.34,NULL,NULL,426,1.34,Msini
HD 108874 b,HD 108874,NULL,NULL,409.98,1.29,NULL,NULL,409.98,1.29,Msini
HD 108874 b,HD 108874,NULL,NULL,431.595,1.358,NULL,NULL,431.595,1.358,Msini
HD 108874 b,HD 108874,NULL,NULL,432.23,1.36,NULL,NULL,432.23,1.36,Msini
HD 108874 b,HD 108874,NULL,NULL,419.5334972,1.32,NULL,NULL,419.5334972,1.32,Msini
HD 108874 c,HD 108874,NULL,NULL,338.2,1.064,NULL,NULL,338.2,1.064,Msini
HD 108874 c,HD 108874,NULL,NULL,323.537,1.018,NULL,NULL,323.537,1.018,Msini
HD 108874 c,HD 108874,NULL,NULL,362.0065556,1.139,NULL,NULL,362.0065556,1.139,Msini
HD 108874 c,HD 108874,NULL,NULL,320.359,1.008,NULL,NULL,320.359,1.008,Msini
HD 108874 c,HD 108874,NULL,NULL,314.64,0.99,NULL,NULL,314.64,0.99,Msini
HD 109246 b,HD 109246,NULL,NULL,244.72,0.77,NULL,NULL,244.72,0.77,Msini
HD 109246 b,HD 109246,NULL,NULL,273.3338,0.86,NULL,NULL,273.3338,0.86,Msini
HD 109271 b,HD 109271,NULL,NULL,17.162,0.054,NULL,NULL,17.162,0.054,Msini
HD 109271 c,HD 109271,NULL,NULL,24.154,0.076,NULL,NULL,24.154,0.076,Msini
HD 109286 b,HD 109286,NULL,NULL,950.3069369,2.99,NULL,NULL,950.3069369,2.99,Msini
HD 109749 b,HD 109749,NULL,NULL,85.8141,0.27,NULL,NULL,85.8141,0.27,Msini
HD 109749 b,HD 109749,NULL,NULL,88.989,0.28,NULL,NULL,88.989,0.28,Msini
HD 109749 b,HD 109749,NULL,NULL,88.9924,0.28,NULL,NULL,88.9924,0.28,Msini
HD 10975 b,HD 10975,NULL,NULL,143.0227832,0.45,NULL,NULL,143.0227832,0.45,Msini
HD 109833 b,HD 109833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 109833 b,HD 109833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 109833 c,HD 109833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 109833 c,HD 109833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 109988 b,HD 109988,6935.333669,21.821,NULL,NULL,NULL,NULL,6935.333669,21.821,Mass
HD 110014 b,HD 110014,NULL,NULL,4344.7361,13.67,NULL,NULL,4344.7361,13.67,Msini
HD 110014 b,HD 110014,NULL,NULL,3524.59,11.09,NULL,NULL,3524.59,11.09,Msini
HD 110014 b,HD 110014,NULL,NULL,3464.2,10.9,NULL,NULL,3464.2,10.9,Msini
HD 110067 b,HD 110067,5.69,0.01790274,NULL,NULL,NULL,NULL,5.69,0.01790274,Mass
HD 110067 c,HD 110067,6.3,0.01982202,NULL,NULL,NULL,NULL,6.3,0.01982202,Mass
HD 110067 d,HD 110067,8.52,0.02680692,NULL,NULL,NULL,NULL,8.52,0.02680692,Mass
HD 110067 e,HD 110067,3.9,0.01227077,NULL,NULL,NULL,NULL,3.9,0.01227077,Mass
HD 110067 f,HD 110067,5.04,0.01585761,NULL,NULL,NULL,NULL,5.04,0.01585761,Mass
HD 110067 g,HD 110067,8.4,0.02642936,NULL,NULL,NULL,NULL,8.4,0.02642936,Mass
HD 110082 b,HD 110082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 110082 b,HD 110082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 110113 b,HD 110113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 110113 b,HD 110113,4.55,0.01431583,NULL,NULL,NULL,NULL,4.55,0.01431583,Mass
HD 110113 b,HD 110113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 110113 c,HD 110113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 110113 c,HD 110113,NULL,NULL,10.5,0.03303653,NULL,NULL,10.5,0.03303653,Msini
HD 110537 b,HD 110537,8612.832001,27.099,NULL,NULL,NULL,NULL,8612.832001,27.099,Mass
HD 11112 b,HD 11112,2598.565056,8.176,NULL,NULL,NULL,NULL,2598.565056,8.176,Mass
HD 111232 b,HD 111232,NULL,NULL,2129.461,6.7,NULL,NULL,2129.461,6.7,Msini
HD 111232 b,HD 111232,NULL,NULL,2161.15,6.8,NULL,NULL,2161.15,6.8,Msini
HD 111232 b,HD 111232,NULL,NULL,2269.3062,7.14,NULL,NULL,2269.3062,7.14,Msini
HD 111232 b,HD 111232,2374.1782,7.47,2301.077667,7.24,NULL,NULL,2374.1782,7.47,Mass
HD 111232 b,HD 111232,2637.975778,8.3,2161.233168,6.8,NULL,NULL,2637.975778,8.3,Mass
HD 111232 b,HD 111232,2531.503262,7.965,NULL,NULL,NULL,NULL,2531.503262,7.965,Mass
HD 111232 c,HD 111232,5740.934516,18.063,NULL,NULL,NULL,NULL,5740.934516,18.063,Mass
HD 111232 c,HD 111232,6579.048025,20.7,6293.002459,19.8,NULL,NULL,6579.048025,20.7,Mass
HD 111591 b,HD 111591,NULL,NULL,1398.452,4.4,NULL,NULL,1398.452,4.4,Msini
HD 111998 b,HD 111998,1525.576354,4.8,NULL,NULL,NULL,NULL,1525.576354,4.8,Mass
HD 111998 b,HD 111998,NULL,NULL,1433.4133,4.51,NULL,NULL,1433.4133,4.51,Msini
HD 112300 b,HD 112300,NULL,NULL,5031.223683,15.83,NULL,NULL,5031.223683,15.83,Msini
HD 112570 b,HD 112570,1086.973152,3.42,832.7104263,2.62,NULL,NULL,1086.973152,3.42,Mass
HD 112640 b,HD 112640,NULL,NULL,1589.15,5,NULL,NULL,1589.15,5,Msini
HD 113337 b,HD 113337,NULL,NULL,1035.802778,3.259,NULL,NULL,1035.802778,3.259,Msini
HD 113337 b,HD 113337,NULL,NULL,985.273,3.1,NULL,NULL,985.273,3.1,Msini
HD 113337 b,HD 113337,NULL,NULL,899.42,2.83,NULL,NULL,899.42,2.83,Msini
HD 113337 c,HD 113337,4449.597698,14,NULL,NULL,NULL,NULL,4449.597698,14,Mass
HD 113337 c,HD 113337,6299.676855,19.821,NULL,NULL,NULL,NULL,6299.676855,19.821,Mass
HD 11343 c,HIP 8541,NULL,NULL,255.5340392,0.804,NULL,NULL,255.5340392,0.804,Msini
HD 113538 b,HD 113538,NULL,NULL,85.81,0.27,NULL,NULL,85.81,0.27,Msini
HD 113538 b,HD 113538,NULL,NULL,114.41,0.36,NULL,NULL,114.41,0.36,Msini
HD 113538 c,HD 113538,NULL,NULL,295.57,0.93,NULL,NULL,295.57,0.93,Msini
HD 113538 c,HD 113538,NULL,NULL,225.65,0.71,NULL,NULL,225.65,0.71,Msini
HD 113996 b,HD 113996,NULL,NULL,2002.329,6.3,NULL,NULL,2002.329,6.3,Msini
HD 114082 b,HD 114082,2542.627256,8,NULL,NULL,NULL,NULL,2542.627256,8,Mass
HD 114386 b,HD 114386,NULL,NULL,394.09,1.24,NULL,NULL,394.09,1.24,Msini
HD 114386 b,HD 114386,NULL,NULL,362.3262,1.14,NULL,NULL,362.3262,1.14,Msini
HD 114729 b,HD 114729,NULL,NULL,346.4347,1.09,NULL,NULL,346.4347,1.09,Msini
HD 114729 b,HD 114729,NULL,NULL,301.93,0.95,NULL,NULL,301.93,0.95,Msini
HD 114729 b,HD 114729,NULL,NULL,262.20975,0.825,NULL,NULL,262.20975,0.825,Msini
HD 114729 b,HD 114729,NULL,NULL,283.502939,0.892,NULL,NULL,283.502939,0.892,Msini
HD 114729 b,HD 114729,NULL,NULL,266.97,0.84,NULL,NULL,266.97,0.84,Msini
HD 114783 b,HD 114783,NULL,NULL,328.3167444,1.033,NULL,NULL,328.3167444,1.033,Msini
HD 114783 b,HD 114783,NULL,NULL,328.6,1.034,NULL,NULL,328.6,1.034,Msini
HD 114783 b,HD 114783,NULL,NULL,349.6,1.1,NULL,NULL,349.6,1.1,Msini
HD 114783 b,HD 114783,NULL,NULL,317.83,1,NULL,NULL,317.83,1,Msini
HD 114783 c,HD 114783,NULL,NULL,194.19413,0.611,NULL,NULL,194.19413,0.611,Msini
HD 114783 c,HD 114783,NULL,NULL,209.4489202,0.659,NULL,NULL,209.4489202,0.659,Msini
HD 114783 c,HD 114783,603.8739733,1.9,NULL,NULL,NULL,NULL,603.8739733,1.9,Mass
HD 11505 b,HD 11505,2510.526587,7.899,NULL,NULL,NULL,NULL,2510.526587,7.899,Mass
HD 11506 b,HD 11506,NULL,NULL,1338.01,4.21,NULL,NULL,1338.01,4.21,Msini
HD 11506 b,HD 11506,NULL,NULL,1760.7782,5.54,NULL,NULL,1760.7782,5.54,Msini
HD 11506 b,HD 11506,NULL,NULL,1535.1189,4.83,NULL,NULL,1535.1189,4.83,Msini
HD 11506 b,HD 11506,NULL,NULL,1506.45,4.74,NULL,NULL,1506.45,4.74,Msini
HD 11506 b,HD 11506,1551.002626,4.88,NULL,NULL,NULL,NULL,1551.002626,4.88,Mass
HD 11506 b,HD 11506,NULL,NULL,1525.576354,4.8,NULL,NULL,1525.576354,4.8,Msini
HD 11506 b,HD 11506,NULL,NULL,1093.29,3.44,NULL,NULL,1093.29,3.44,Msini
HD 11506 c,HD 11506,NULL,NULL,117.2786822,0.369,NULL,NULL,117.2786822,0.369,Msini
HD 11506 c,HD 11506,NULL,NULL,260.61,0.82,NULL,NULL,260.61,0.82,Msini
HD 11506 c,HD 11506,NULL,NULL,114.41,0.36,NULL,NULL,114.41,0.36,Msini
HD 11506 c,HD 11506,NULL,NULL,127.1313628,0.4,NULL,NULL,127.1313628,0.4,Msini
HD 11506 c,HD 11506,NULL,NULL,129.67464,0.408,NULL,NULL,129.67464,0.408,Msini
HD 11506 d,HD 11506,2346.527129,7.383,NULL,NULL,NULL,NULL,2346.527129,7.383,Mass
HD 11506 d,HD 11506,4068.20361,12.8,NULL,NULL,NULL,NULL,4068.20361,12.8,Mass
HD 115404 A b,HD 115404 A,NULL,NULL,30.82935548,0.097,NULL,NULL,30.82935548,0.097,Msini
HD 115404 A c,HD 115404 A,3279.671332,10.319,NULL,NULL,NULL,NULL,3279.671332,10.319,Mass
HD 115954 b,HD 115954,NULL,NULL,2634.797494,8.29,NULL,NULL,2634.797494,8.29,Msini
HD 115954 b,HD 115954,2685.650039,8.45,2606.192937,8.2,NULL,NULL,2685.650039,8.45,Mass
HD 116029 b,HD 116029,NULL,NULL,444.962,1.4,NULL,NULL,444.962,1.4,Msini
HD 116029 b,HD 116029,NULL,NULL,667.4,2.1,NULL,NULL,667.4,2.1,Msini
HD 116029 c,HD 116029,NULL,NULL,403.6441,1.27,NULL,NULL,403.6441,1.27,Msini
HD 117207 b,HD 117207,NULL,NULL,597,1.88,NULL,NULL,597,1.88,Msini
HD 117207 b,HD 117207,NULL,NULL,603.877,1.9,NULL,NULL,603.877,1.9,Msini
HD 117207 b,HD 117207,NULL,NULL,654.7298,2.06,NULL,NULL,654.7298,2.06,Msini
HD 117207 b,HD 117207,669.3466251,2.106,645.827323,2.032,NULL,NULL,669.3466251,2.106,Mass
HD 117207 b,HD 117207,NULL,NULL,594.3391211,1.87,NULL,NULL,594.3391211,1.87,Msini
HD 117207 b,HD 117207,NULL,NULL,612.14058,1.926,NULL,NULL,612.14058,1.926,Msini
HD 117207 b,HD 117207,NULL,NULL,549.8459,1.73,NULL,NULL,549.8459,1.73,Msini
HD 11755 b,HD 11755,NULL,NULL,1789.3829,5.63,NULL,NULL,1789.3829,5.63,Msini
HD 11755 b,HD 11755,NULL,NULL,2065.895,6.5,NULL,NULL,2065.895,6.5,Msini
HD 117618 b,HD 117618,NULL,NULL,60.3877,0.19,NULL,NULL,60.3877,0.19,Msini
HD 117618 b,HD 117618,NULL,NULL,56.6,0.178,NULL,NULL,56.6,0.178,Msini
HD 117618 b,HD 117618,NULL,NULL,50.8528,0.16,NULL,NULL,50.8528,0.16,Msini
HD 117618 b,HD 117618,NULL,NULL,55.30242,0.174,NULL,NULL,55.30242,0.174,Msini
HD 118203 b,HD 118203,NULL,NULL,886.7457,2.79,NULL,NULL,886.7457,2.79,Msini
HD 118203 b,HD 118203,NULL,NULL,677,2.13,NULL,NULL,677,2.13,Msini
HD 118203 b,HD 118203,680.152791,2.14,NULL,NULL,NULL,NULL,680.152791,2.14,Mass
HD 118203 b,HD 118203,689.6876432,2.17,NULL,NULL,NULL,NULL,689.6876432,2.17,Mass
HD 118203 b,HD 118203,693.5015841,2.182,NULL,NULL,NULL,NULL,693.5015841,2.182,Mass
HD 118203 b,HD 118203,725.2844248,2.282,NULL,NULL,NULL,NULL,725.2844248,2.282,Mass
HD 118203 b,HD 118203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 118203 b,HD 118203,688.4163296,2.166,688.0985012,2.165,NULL,NULL,688.4163296,2.166,Mass
HD 118203 c,HD 118203,3527.895318,11.1,NULL,NULL,NULL,NULL,3527.895318,11.1,Mass
HD 118203 c,HD 118203,3747.196919,11.79,NULL,NULL,NULL,NULL,3747.196919,11.79,Mass
HD 11964 b,HD 11964,NULL,NULL,200.5497248,0.631,NULL,NULL,200.5497248,0.631,Msini
HD 11964 b,HD 11964,NULL,NULL,198,0.622,NULL,NULL,198,0.622,Msini
HD 11964 b,HD 11964,NULL,NULL,185.29489,0.583,NULL,NULL,185.29489,0.583,Msini
HD 11964 b,HD 11964,NULL,NULL,193.9,0.61,NULL,NULL,193.9,0.61,Msini
HD 11964 c,HD 11964,NULL,NULL,24.34565598,0.0766,NULL,NULL,24.34565598,0.0766,Msini
HD 11964 c,HD 11964,NULL,NULL,25,0.0788,NULL,NULL,25,0.0788,Msini
HD 11977 b,HD 11977,NULL,NULL,2080,6.54,NULL,NULL,2080,6.54,Msini
HD 11977 b,HD 11977,NULL,NULL,2065.895,6.5,NULL,NULL,2065.895,6.5,Msini
HD 11977 b,HD 11977,NULL,NULL,1999.1,6.29,NULL,NULL,1999.1,6.29,Msini
HD 120084 b,HD 120084,2034.101805,6.4,1195.670467,3.762,NULL,NULL,2034.101805,6.4,Mass
HD 120084 b,HD 120084,NULL,NULL,1373.9,4.323,NULL,NULL,1373.9,4.323,Msini
HD 120084 b,HD 120084,2415.495893,7.6,1452.47582,4.57,NULL,NULL,2415.495893,7.6,Mass
HD 120084 b,HD 120084,1831.327281,5.762,NULL,NULL,NULL,NULL,1831.327281,5.762,Mass
HD 120084 b,HD 120084,NULL,NULL,1430.2,4.5,NULL,NULL,1430.2,4.5,Msini
HD 121504 b,HD 121504,NULL,NULL,388,1.22,NULL,NULL,388,1.22,Msini
HD 121504 b,HD 121504,NULL,NULL,479.9233,1.51,NULL,NULL,479.9233,1.51,Msini
HD 12235 b,HD 12235,NULL,NULL,10.48833743,0.033,NULL,NULL,10.48833743,0.033,Msini
HD 12235 c,HD 12235,3135.695063,9.866,NULL,NULL,NULL,NULL,3135.695063,9.866,Mass
HD 122562 c,HD 122562,NULL,NULL,73.10053361,0.23,NULL,NULL,73.10053361,0.23,Msini
HD 124330 b,HD 124330,NULL,NULL,238.3713053,0.75,NULL,NULL,238.3713053,0.75,Msini
HD 12484 b,HD 12484,NULL,NULL,947.1334,2.98,NULL,NULL,947.1334,2.98,Msini
HD 125271 b,HD 125271,3465.60095,10.904,NULL,NULL,NULL,NULL,3465.60095,10.904,Mass
HD 125390 b,HD 125390,10806.16584,34,7182.921998,22.6,NULL,NULL,10806.16584,34,Mass
HD 125390 b,HD 125390,NULL,NULL,7043.1128,22.16,NULL,NULL,7043.1128,22.16,Msini
HD 125390 b,HD 125390,8646.203984,27.204,NULL,NULL,NULL,NULL,8646.203984,27.204,Mass
HD 125595 b,HD 125595,NULL,NULL,13.134,0.041,NULL,NULL,13.134,0.041,Msini
HD 125595 b,HD 125595,NULL,NULL,6.3566,0.02,NULL,NULL,6.3566,0.02,Msini
HD 125612 b,HD 125612,NULL,NULL,985.273,3.1,NULL,NULL,985.273,3.1,Msini
HD 125612 b,HD 125612,NULL,NULL,945.2216824,2.974,NULL,NULL,945.2216824,2.974,Msini
HD 125612 b,HD 125612,NULL,NULL,1026.5909,3.23,NULL,NULL,1026.5909,3.23,Msini
HD 125612 b,HD 125612,NULL,NULL,1112.405,3.5,NULL,NULL,1112.405,3.5,Msini
HD 125612 b,HD 125612,NULL,NULL,968,3,NULL,NULL,968,3,Msini
HD 125612 c,HD 125612,NULL,NULL,15.57359194,0.049,NULL,NULL,15.57359194,0.049,Msini
HD 125612 c,HD 125612,NULL,NULL,17.48065,0.055,NULL,NULL,17.48065,0.055,Msini
HD 125612 c,HD 125612,NULL,NULL,18,0.058,NULL,NULL,18,0.058,Msini
HD 125612 d,HD 125612,NULL,NULL,2286,7.2,NULL,NULL,2286,7.2,Msini
HD 125612 d,HD 125612,2281.372305,7.178,NULL,NULL,NULL,NULL,2281.372305,7.178,Mass
HD 125612 d,HD 125612,NULL,NULL,2313.8024,7.28,NULL,NULL,2313.8024,7.28,Msini
HD 12648 b,HD 12648,NULL,NULL,622.9468,1.96,NULL,NULL,622.9468,1.96,Msini
HD 12648 b,HD 12648,NULL,NULL,921.707,2.9,NULL,NULL,921.707,2.9,Msini
HD 126525 b,HD 126525,NULL,NULL,75.32571,0.237,NULL,NULL,75.32571,0.237,Msini
HD 12661 b,HD 12661,NULL,NULL,886.7457,2.79,NULL,NULL,886.7457,2.79,Msini
HD 12661 b,HD 12661,NULL,NULL,725.6022532,2.283,NULL,NULL,725.6022532,2.283,Msini
HD 12661 b,HD 12661,NULL,NULL,772.3269,2.43,NULL,NULL,772.3269,2.43,Msini
HD 12661 b,HD 12661,NULL,NULL,731,2.3,NULL,NULL,731,2.3,Msini
HD 12661 b,HD 12661,NULL,NULL,743.7,2.34,NULL,NULL,743.7,2.34,Msini
HD 12661 b,HD 12661,NULL,NULL,691.569,2.176,NULL,NULL,691.569,2.176,Msini
HD 12661 c,HD 12661,NULL,NULL,589.571695,1.855,NULL,NULL,589.571695,1.855,Msini
HD 12661 c,HD 12661,NULL,NULL,610,1.92,NULL,NULL,610,1.92,Msini
HD 12661 c,HD 12661,NULL,NULL,575.884,1.812,NULL,NULL,575.884,1.812,Msini
HD 12661 c,HD 12661,NULL,NULL,581.6,1.83,NULL,NULL,581.6,1.83,Msini
HD 126614 b,HD 126614,NULL,NULL,130.3103,0.41,NULL,NULL,130.3103,0.41,Msini
HD 126614 b,HD 126614,NULL,NULL,113.1469129,0.356,NULL,NULL,113.1469129,0.356,Msini
HD 126614 b,HD 126614,NULL,NULL,120,0.38,NULL,NULL,120,0.38,Msini
HD 126614 b,HD 126614,107.74383,0.339,NULL,NULL,NULL,NULL,107.74383,0.339,Mass
HD 127506 b,HD 127506,NULL,NULL,27.333243,0.086,NULL,NULL,27.333243,0.086,Msini
HD 128311 b,HD 128311,NULL,NULL,635.656814,2,NULL,NULL,635.656814,2,Msini
HD 128311 b,HD 128311,NULL,NULL,816.79,2.57,NULL,NULL,816.79,2.57,Msini
HD 128311 b,HD 128311,NULL,NULL,692.84,2.18,NULL,NULL,692.84,2.18,Msini
HD 128311 b,HD 128311,NULL,NULL,581.6,1.83,NULL,NULL,581.6,1.83,Msini
HD 128311 b,HD 128311,NULL,NULL,460.83,1.45,NULL,NULL,460.83,1.45,Msini
HD 128311 b,HD 128311,NULL,NULL,562.24127,1.769,NULL,NULL,562.24127,1.769,Msini
HD 128311 c,HD 128311,NULL,NULL,1017.01,3.2,NULL,NULL,1017.01,3.2,Msini
HD 128311 c,HD 128311,NULL,NULL,1020.19,3.21,NULL,NULL,1020.19,3.21,Msini
HD 128311 c,HD 128311,1204.25787,3.789,993.21875,3.125,1198.7,3.772,1204.25787,3.789,Mass
HD 128311 c,HD 128311,NULL,NULL,1029.73,3.24,NULL,NULL,1029.73,3.24,Msini
HD 128311 c,HD 128311,NULL,NULL,1032.942323,3.25,NULL,NULL,1032.942323,3.25,Msini
HD 128356 b,HD 128356,NULL,NULL,282.8687,0.89,NULL,NULL,282.8687,0.89,Msini
HD 129445 b,HD 129445,797.7493016,2.51,613.4088255,1.93,NULL,NULL,797.7493016,2.51,Mass
HD 129445 b,HD 129445,NULL,NULL,508.507,1.6,NULL,NULL,508.507,1.6,Msini
HD 130322 b,HD 130322,NULL,NULL,330.53,1.04,NULL,NULL,330.53,1.04,Msini
HD 130322 b,HD 130322,NULL,NULL,324.1866,1.02,NULL,NULL,324.1866,1.02,Msini
HD 130322 b,HD 130322,NULL,NULL,346.4329636,1.09,NULL,NULL,346.4329636,1.09,Msini
HD 130322 b,HD 130322,NULL,NULL,365.1848396,1.149,NULL,NULL,365.1848396,1.149,Msini
HD 130322 b,HD 130322,NULL,NULL,365.49,1.15,NULL,NULL,365.49,1.15,Msini
HD 131496 b,HD 131496,NULL,NULL,699.2,2.2,NULL,NULL,699.2,2.2,Msini
HD 131496 b,HD 131496,NULL,NULL,711.9392,2.24,NULL,NULL,711.9392,2.24,Msini
HD 131496 b,HD 131496,NULL,NULL,572.094,1.8,NULL,NULL,572.094,1.8,Msini
HD 13167 b,HD 13167,NULL,NULL,1052.0173,3.31,NULL,NULL,1052.0173,3.31,Msini
HD 13189 b,HD 13189,NULL,NULL,4400,14,NULL,NULL,4400,14,Msini
HD 13189 b,HD 13189,NULL,NULL,3480.2385,10.95,NULL,NULL,3480.2385,10.95,Msini
HD 132406 b,HD 132406,NULL,NULL,1782.951,5.61,NULL,NULL,1782.951,5.61,Msini
HD 132406 b,HD 132406,1970.536123,6.2,1668.599137,5.25,NULL,NULL,1970.536123,6.2,Mass
HD 132406 b,HD 132406,1887.900738,5.94,NULL,NULL,NULL,NULL,1887.900738,5.94,Mass
HD 132406 b,HD 132406,NULL,NULL,1709.9254,5.38,NULL,NULL,1709.9254,5.38,Msini
HD 132406 b,HD 132406,2129.450327,6.7,1779.839079,5.6,NULL,NULL,2129.450327,6.7,Mass
HD 132563 b,HD 132563,NULL,NULL,473.547,1.49,NULL,NULL,473.547,1.49,Msini
HD 133131 A b,HD 133131 A,NULL,NULL,451.3186,1.42,NULL,NULL,451.3186,1.42,Msini
HD 133131 A c,HD 133131 A,NULL,NULL,133.4886,0.42,NULL,NULL,133.4886,0.42,Msini
HD 133131 B b,HD 133131 B,NULL,NULL,794.575,2.5,NULL,NULL,794.575,2.5,Msini
HD 134060 b,HD 134060,NULL,NULL,10.1,0.0318,NULL,NULL,10.1,0.0318,Msini
HD 134060 c,HD 134060,NULL,NULL,29.29,0.0922,NULL,NULL,29.29,0.0922,Msini
HD 134606 b,HD 134606,NULL,NULL,9.09,0.02860034,NULL,NULL,9.09,0.02860034,Msini
HD 134606 c,HD 134606,NULL,NULL,11.31,0.03558524,NULL,NULL,11.31,0.03558524,Msini
HD 134606 d,HD 134606,NULL,NULL,44.8,0.14095656,NULL,NULL,44.8,0.14095656,Msini
HD 134606 e,HD 134606,NULL,NULL,2.34,0.00736246,NULL,NULL,2.34,0.00736246,Msini
HD 134606 f,HD 134606,NULL,NULL,5.63,0.01771396,NULL,NULL,5.63,0.01771396,Msini
HD 134987 b,HD 134987,NULL,NULL,511.7063,1.61,NULL,NULL,511.7063,1.61,Msini
HD 134987 b,HD 134987,NULL,NULL,516.153333,1.624,NULL,NULL,516.153333,1.624,Msini
HD 134987 b,HD 134987,NULL,NULL,518.0629,1.63,NULL,NULL,518.0629,1.63,Msini
HD 134987 b,HD 134987,NULL,NULL,505,1.59,NULL,NULL,505,1.59,Msini
HD 134987 b,HD 134987,NULL,NULL,514.9,1.62,NULL,NULL,514.9,1.62,Msini
HD 134987 c,HD 134987,NULL,NULL,260,0.82,NULL,NULL,260,0.82,Msini
HD 134987 c,HD 134987,NULL,NULL,297.1695606,0.935,NULL,NULL,297.1695606,0.935,Msini
HD 135625 b,HD 135625,731.0053361,2.3,NULL,NULL,NULL,NULL,731.0053361,2.3,Mass
HD 135694 b,HD 135694,6.1,0.01919275,NULL,NULL,NULL,NULL,6.1,0.01919275,Mass
HD 135694 b,HD 135694,5.7,0.01793421,NULL,NULL,NULL,NULL,5.7,0.01793421,Mass
HD 135694 b,HD 135694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 135694 b,HD 135694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 135872 b,HD 135872,1744.560126,5.489,NULL,NULL,NULL,NULL,1744.560126,5.489,Mass
HD 136118 b,HD 136118,5244.168716,16.5,3775.801475,11.88,NULL,NULL,5244.168716,16.5,Mass
HD 136118 b,HD 136118,4164.187789,13.102,NULL,NULL,NULL,NULL,4164.187789,13.102,Mass
HD 136352 b,HD 136352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 136352 b,HD 136352,NULL,NULL,4.81,0.0151,NULL,NULL,4.81,0.0151,Msini
HD 136352 b,HD 136352,4.62,0.01453607,4.62,0.01453607,4.62091464,0.01453895,4.62,0.01453607,Mass
HD 136352 b,HD 136352,4.72,0.01485078,NULL,NULL,NULL,NULL,4.72,0.01485078,Mass
HD 136352 c,HD 136352,NULL,NULL,10.8,0.034,NULL,NULL,10.8,0.034,Msini
HD 136352 c,HD 136352,11.29,0.03552213,11.28,0.03549067,11.28309484,0.03550041,11.29,0.03552213,Mass
HD 136352 c,HD 136352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 136352 c,HD 136352,11.24,0.03536499,NULL,NULL,NULL,NULL,11.24,0.03536499,Mass
HD 136352 d,HD 136352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HD 136352 d,HD 136352,NULL,NULL,10.5,0.03303653,NULL,NULL,10.5,0.03303653,Msini
HD 136352 d,HD 136352,NULL,NULL,8.58,0.027,NULL,NULL,8.58,0.027,Msini
HD 136352 d,HD 136352,8.82,0.02775082,NULL,NULL,NULL,NULL,8.82,0.02775082,Mass
